pkey,gender,age,birth_year,education,has_spouse_raw,has_child_raw,num_children,youngest_child_age,emp_status,work_style,contract_type,industry,firm_size,occupation,position,weekly_hours,annual_income,current_job_start_year,intention,ev_quit,ev_started_job,year
268,1,40,1981,6,1,1,1,11.0,1,1,1,10,3,3,8,45.0,512,2014,4,0,0,2022
269,1,25,1996,2,2,2,0,,1,1,2,4,5,8,3,25.0,664,2014,4,0,0,2022
270,1,40,1981,2,2,2,0,,1,1,1,13,7,5,8,37.0,510,1999,4,0,0,2022
271,1,33,1988,5,1,2,0,,1,1,2,12,5,12,3,51.0,635,2021,2,0,0,2022
272,1,20,2001,4,2,2,0,,1,1,3,9,2,9,3,51.0,346,2019,4,0,0,2022
273,1,24,1997,5,2,2,0,,1,1,2,8,3,1,1,50.0,370,2015,3,0,0,2022
274,2,40,1981,2,1,2,0,,1,1,1,11,3,11,2,30.0,676,2021,2,0,0,2022
275,2,23,1998,2,2,2,0,,1,1,1,9,2,9,8,30.0,167,2016,4,0,0,2022
276,1,54,1967,5,1,2,0,,1,1,1,17,7,3,2,36.0,321,2020,1,0,0,2022
277,1,50,1971,4,1,1,2,12.0,1,1,2,1,5,4,3,40.0,654,1996,3,0,0,2022
278,1,48,1973,5,1,1,3,6.0,1,1,1,5,4,3,1,34.0,423,2004,4,0,0,2022
279,2,26,1995,5,2,2,0,,1,1,1,15,4,4,3,27.0,387,2013,3,0,0,2022
280,2,51,1970,3,1,2,0,,1,1,5,14,3,12,8,47.0,384,2007,3,0,0,2022
281,1,45,1976,5,2,2,0,,1,1,2,6,3,11,2,46.0,416,1994,4,0,0,2022
282,1,35,1986,4,1,2,0,,1,1,3,9,5,7,1,35.0,657,2013,4,0,0,2022
283,1,20,2001,5,1,2,0,,1,1,1,1,7,5,8,46.0,612,2019,3,0,0,2022
284,1,41,1980,3,1,1,1,2.0,1,1,4,4,4,5,8,48.0,448,2021,1,0,0,2022
285,2,51,1970,6,1,1,1,11.0,1,1,1,17,2,12,8,21.0,664,1997,4,0,0,2022
286,1,21,2000,5,1,1,2,4.0,1,1,1,11,7,3,2,45.0,535,2018,3,0,0,2022
287,1,22,1999,5,2,2,0,,1,1,4,1,3,10,8,40.0,545,2017,4,0,0,2022
288,1,35,1986,7,1,1,1,12.0,1,1,4,14,1,12,3,20.0,220,2004,3,0,0,2022
289,1,40,1981,5,2,2,0,,1,1,1,7,4,11,8,48.0,750,1999,4,0,0,2022
290,1,38,1983,6,1,1,2,10.0,1,1,1,10,6,9,8,41.0,441,2019,4,0,0,2022
291,2,37,1984,5,1,1,3,14.0,1,1,1,15,2,11,2,27.0,80,2002,3,0,0,2022
292,1,30,1991,6,2,2,0,,1,1,2,15,2,3,8,43.0,782,2009,2,0,0,2022
293,2,22,1999,6,2,2,0,,1,1,3,3,3,12,3,41.0,402,2017,3,0,0,2022
294,1,21,2000,7,2,2,0,,1,1,1,7,6,2,2,44.0,354,2018,4,0,0,2022
295,2,23,1998,3,2,2,0,,1,1,1,5,7,1,8,25.0,285,2016,4,0,0,2022
296,2,47,1974,5,1,1,3,18.0,1,1,2,16,6,3,3,38.0,508,2007,4,0,0,2022
297,2,51,1970,6,1,1,1,5.0,1,1,2,14,2,8,8,32.0,282,2002,4,0,0,2022
298,2,37,1984,5,1,1,3,8.0,1,1,1,12,6,3,8,39.0,344,2020,1,0,0,2022
299,2,23,1998,4,2,2,0,,1,1,1,1,3,8,3,26.0,345,2016,2,0,0,2022
300,2,36,1985,7,1,2,0,,1,1,5,14,7,2,2,31.0,371,2003,3,0,0,2022
301,2,59,1962,4,1,1,1,3.0,1,1,1,10,7,9,1,52.0,354,2015,4,0,0,2022
302,1,29,1992,5,1,1,3,14.0,1,1,1,5,6,3,3,49.0,597,2010,4,0,0,2022
303,1,39,1982,5,1,2,0,,1,1,2,8,7,7,8,48.0,463,2014,2,0,0,2022
304,1,41,1980,4,1,2,0,,1,1,1,8,1,2,8,52.0,509,2010,1,0,0,2022
305,2,33,1988,5,1,1,2,15.0,1,1,3,6,5,12,3,25.0,566,2013,2,0,0,2022
306,1,37,1984,3,1,1,1,5.0,1,1,2,16,1,5,3,40.0,377,2002,4,0,0,2022
307,1,38,1983,5,1,1,3,0.0,1,1,1,16,5,8,8,42.0,225,2001,3,0,0,2022
308,2,38,1983,6,1,1,2,16.0,1,1,1,1,3,6,8,37.0,750,2001,3,0,0,2022
309,1,48,1973,5,2,2,0,,1,1,2,16,7,8,8,25.0,553,1998,4,0,0,2022
310,1,43,1978,5,1,1,2,18.0,1,1,1,7,4,6,8,47.0,668,2000,4,0,0,2022
311,1,22,1999,4,2,2,0,,1,1,1,14,6,1,1,45.0,600,2017,4,0,0,2022
312,1,20,2001,6,2,2,0,,1,1,1,14,3,10,8,35.0,362,2019,4,0,0,2022
313,1,36,1985,7,1,2,0,,1,1,1,11,1,8,8,47.0,86,2003,4,0,0,2022
314,1,56,1965,4,1,1,3,12.0,1,1,5,13,6,4,8,41.0,206,2018,3,0,0,2022
315,1,21,2000,5,2,2,0,,1,1,2,12,2,2,2,45.0,548,2019,3,0,0,2022
316,1,22,1999,5,2,2,0,,1,1,3,15,6,11,2,33.0,458,2017,3,0,0,2022
317,1,47,1974,5,1,2,0,,1,1,1,8,4,4,3,42.0,338,2010,3,0,0,2022
318,2,38,1983,5,1,2,0,,1,1,1,13,7,11,8,42.0,82,2012,4,0,0,2022
319,1,29,1992,5,2,2,0,,1,1,5,17,3,10,8,38.0,409,2010,4,0,0,2022
320,2,28,1993,5,2,2,0,,1,1,1,17,3,12,3,19.0,211,2011,4,0,0,2022
321,2,46,1975,4,1,2,0,,1,1,3,3,6,8,2,41.0,315,2011,2,0,0,2022
322,1,40,1981,5,1,2,0,,1,1,1,9,6,3,1,42.0,571,2010,3,0,0,2022
323,1,45,1976,6,2,2,0,,1,1,1,9,1,1,8,32.0,248,2010,4,0,0,2022
324,1,31,1990,3,1,1,2,0.0,1,1,1,11,6,3,8,45.0,252,2020,2,0,0,2022
325,2,41,1980,5,2,2,0,,1,1,1,11,4,6,3,42.0,494,2020,2,0,0,2022
326,2,54,1967,4,1,1,2,1.0,1,1,1,15,7,8,2,43.0,551,2009,4,0,0,2022
327,2,32,1989,6,2,2,0,,1,1,1,10,5,11,3,37.0,377,2021,2,0,0,2022
328,1,35,1986,5,2,2,0,,1,1,1,12,6,2,8,26.0,731,2004,4,0,0,2022
329,2,26,1995,5,2,2,0,,1,1,1,16,3,8,8,27.0,172,2013,2,0,0,2022
330,1,45,1976,4,1,1,1,10.0,1,1,4,2,2,2,8,45.0,156,2006,4,0,0,2022
331,2,21,2000,5,2,2,0,,1,1,1,11,6,6,8,31.0,154,2018,4,0,0,2022
332,1,29,1992,7,2,2,0,,1,1,3,7,1,1,8,34.0,136,2010,4,0,0,2022
333,2,48,1973,5,1,1,1,6.0,1,1,1,16,5,5,2,47.0,508,2009,4,0,0,2022
334,2,20,2001,5,2,2,0,,1,1,1,10,7,8,2,23.0,242,2020,2,0,0,2022
335,1,59,1962,5,1,1,2,2.0,1,1,1,11,7,9,8,27.0,159,2007,3,0,0,2022
336,2,36,1985,5,2,2,0,,1,1,4,13,6,10,8,46.0,512,2016,4,0,0,2022
337,1,35,1986,5,2,2,0,,1,1,2,5,4,7,8,41.0,562,2004,4,0,0,2022
338,2,41,1980,5,1,1,1,2.0,1,1,4,10,6,4,8,24.0,604,2005,1,0,0,2022
339,1,45,1976,4,1,2,0,,1,1,1,14,1,11,1,36.0,578,2007,4,0,0,2022
340,2,38,1983,5,2,2,0,,1,1,2,14,6,12,3,41.0,272,2010,4,0,0,2022
341,1,55,1966,6,1,1,3,16.0,1,1,2,4,2,12,1,31.0,528,2004,4,0,0,2022
342,2,58,1963,6,1,1,1,17.0,1,1,5,15,6,10,3,28.0,548,2001,4,0,0,2022
343,2,28,1993,6,2,2,0,,1,1,1,3,3,10,8,26.0,340,2011,3,0,0,2022
344,2,48,1973,5,1,2,0,,1,1,4,5,6,1,8,47.0,432,1993,4,0,0,2022
345,2,32,1989,4,2,2,0,,1,1,1,15,5,7,8,48.0,205,2019,3,0,0,2022
346,2,59,1962,5,1,1,2,5.0,1,1,3,11,7,5,3,46.0,342,2002,3,0,0,2022
347,2,30,1991,7,1,1,3,14.0,1,1,1,10,6,4,8,50.0,524,2019,4,0,0,2022
348,1,31,1990,5,2,2,0,,1,1,1,10,7,1,8,50.0,710,2009,4,0,0,2022
349,2,48,1973,5,2,2,0,,1,1,1,17,2,3,2,28.0,618,1999,4,0,0,2022
350,1,51,1970,5,1,2,0,,1,1,3,4,3,11,8,48.0,558,2005,4,0,0,2022
351,2,25,1996,5,2,2,0,,1,1,1,6,4,11,8,41.0,471,2014,4,0,0,2022
352,1,42,1979,6,1,1,2,19.0,1,1,1,9,1,9,8,55.0,418,1997,4,0,0,2022
353,2,33,1988,5,1,1,1,2.0,1,1,1,15,1,2,8,67.0,161,2006,3,0,0,2022
354,2,44,1977,5,1,1,1,15.0,1,1,2,10,1,9,8,38.0,263,2001,3,0,0,2022
355,1,42,1979,4,1,1,2,9.0,1,1,1,13,6,2,8,38.0,322,2001,4,0,0,2022
356,1,59,1962,5,1,1,2,13.0,1,1,2,14,4,9,8,37.0,503,1997,3,0,0,2022
357,2,57,1964,5,1,2,0,,1,1,1,16,6,1,8,41.0,564,2015,4,0,0,2022
358,2,46,1975,6,1,2,0,,1,1,2,8,6,4,1,42.0,566,2012,4,0,0,2022
359,1,47,1974,5,1,1,3,4.0,1,1,2,8,1,2,3,61.0,635,2011,4,0,0,2022
360,2,55,1966,5,1,1,2,0.0,1,1,2,2,6,12,8,41.0,466,1999,3,0,0,2022
361,2,27,1994,5,2,2,0,,1,1,3,2,2,7,2,37.0,262,2012,4,0,0,2022
362,1,49,1972,5,1,2,0,,1,1,1,9,3,12,8,40.0,387,2017,4,0,0,2022
363,1,50,1971,5,1,1,1,14.0,1,1,1,13,7,1,1,33.0,281,1998,4,0,0,2022
364,1,25,1996,3,2,2,0,,1,1,2,15,3,9,8,27.0,518,2014,4,0,0,2022
365,2,55,1966,6,1,1,2,18.0,1,1,1,7,7,6,1,39.0,377,2004,3,0,0,2022
366,1,47,1974,5,1,1,3,2.0,1,1,1,10,4,6,8,59.0,419,1995,4,0,0,2022
367,2,33,1988,5,2,2,0,,1,1,2,14,1,11,8,47.0,541,2006,4,0,0,2022
368,2,39,1982,4,1,1,2,11.0,1,1,1,6,6,1,3,36.0,295,2000,4,0,0,2022
369,1,39,1982,5,2,2,0,,1,1,1,3,1,12,2,43.0,562,2014,4,0,0,2022
370,2,56,1965,5,2,2,0,,1,1,5,16,5,1,8,60.0,172,2018,4,0,0,2022
371,2,58,1963,6,1,1,2,18.0,1,1,1,10,4,5,3,42.0,445,2011,4,0,0,2022
372,1,52,1969,3,1,2,0,,1,1,1,3,1,2,2,33.0,413,1997,4,0,0,2022
373,1,46,1975,7,1,1,1,2.0,1,1,1,5,4,7,2,41.0,582,1994,3,0,0,2022
374,1,24,1997,5,2,2,0,,1,1,1,6,3,8,8,45.0,165,2018,2,0,0,2022
375,1,56,1965,4,1,2,0,,1,1,2,4,1,8,3,43.0,150,1996,3,0,0,2022
376,1,25,1996,4,1,1,3,19.0,1,1,2,8,4,10,1,52.0,599,2014,3,0,0,2022
377,2,26,1995,4,2,2,0,,1,1,1,14,1,10,2,41.0,333,2013,3,0,0,2022
378,1,22,1999,6,2,2,0,,1,1,1,13,4,12,8,21.0,402,2017,4,0,0,2022
379,1,57,1964,4,1,2,0,,1,1,1,16,2,6,3,44.0,315,2020,3,0,0,2022
380,2,39,1982,5,1,2,0,,1,1,1,15,6,3,1,43.0,593,2007,2,0,0,2022
381,2,29,1992,5,1,2,0,,1,1,2,6,7,2,1,43.0,442,2019,3,0,0,2022
382,2,23,1998,6,2,2,0,,1,1,2,1,7,4,1,33.0,458,2016,2,0,0,2022
383,2,36,1985,5,2,2,0,,1,1,1,3,7,8,8,56.0,207,2003,3,0,0,2022
384,1,48,1973,5,1,1,2,8.0,1,1,3,14,1,1,8,31.0,513,2001,4,0,0,2022
385,1,59,1962,4,1,1,2,1.0,1,1,2,6,4,12,8,32.0,243,2000,1,0,0,2022
386,2,42,1979,6,1,1,1,15.0,1,1,1,13,2,12,8,38.0,334,2002,4,0,0,2022
387,2,44,1977,4,2,2,0,,1,1,2,8,1,2,3,51.0,175,2021,4,0,0,2022
388,2,53,1968,3,1,1,3,8.0,1,1,2,16,3,10,3,51.0,357,2004,4,0,0,2022
389,1,56,1965,7,1,1,3,4.0,1,1,1,9,4,8,8,45.0,624,2007,3,0,0,2022
390,2,31,1990,4,1,2,0,,1,1,1,16,3,6,8,47.0,516,2008,3,0,0,2022
391,2,59,1962,3,1,1,2,14.0,1,1,2,5,1,9,8,30.0,342,2015,1,0,0,2022
392,1,40,1981,5,2,2,0,,1,1,4,14,3,7,8,26.0,435,2000,2,0,0,2022
393,2,57,1964,5,1,1,2,15.0,1,1,1,9,2,4,8,37.0,437,2003,3,0,0,2022
394,2,24,1997,3,1,1,1,9.0,1,1,1,4,1,7,2,47.0,454,2015,3,0,0,2022
395,1,23,1998,5,2,2,0,,1,1,2,4,4,2,8,47.0,450,2020,4,0,0,2022
396,1,55,1966,5,1,2,0,,1,1,1,6,1,4,2,33.0,215,2019,2,0,0,2022
397,2,46,1975,5,1,2,0,,1,1,1,3,7,12,3,32.0,428,2011,4,0,0,2022
398,1,27,1994,4,1,1,2,1.0,1,1,1,16,6,3,8,49.0,105,2012,4,0,0,2022
399,1,55,1966,5,2,2,0,,1,1,4,4,7,8,8,42.0,548,1992,4,0,0,2022
400,1,24,1997,6,2,2,0,,1,1,3,11,1,4,2,23.0,217,2015,1,0,0,2022
401,1,47,1974,4,1,1,1,15.0,1,1,4,10,4,6,8,31.0,630,2007,4,0,0,2022
402,2,28,1993,4,2,2,0,,1,1,1,10,6,3,8,44.0,81,2013,4,0,0,2022
403,2,22,1999,2,2,2,0,,1,1,1,11,5,7,3,31.0,699,2017,4,0,0,2022
404,1,52,1969,5,1,1,1,3.0,1,1,1,16,3,7,8,32.0,126,2017,3,0,0,2022
405,2,53,1968,4,1,1,2,12.0,1,1,1,17,6,8,3,32.0,213,2019,4,0,0,2022
406,2,24,1997,5,1,1,1,3.0,1,1,1,15,3,4,3,47.0,447,2015,4,0,0,2022
407,1,23,1998,7,2,2,0,,1,1,2,8,7,7,2,40.0,549,2021,3,0,0,2022
408,2,44,1977,4,1,1,1,12.0,1,1,2,13,1,9,8,53.0,350,1996,4,0,0,2022
409,1,21,2000,5,2,2,0,,1,1,2,4,5,9,3,37.0,552,2018,2,0,0,2022
410,2,49,1972,4,1,2,0,,1,1,1,15,1,7,8,38.0,270,2003,4,0,0,2022
411,2,56,1965,2,1,1,3,14.0,1,1,1,4,7,4,8,43.0,382,1993,4,0,0,2022
412,2,50,1971,5,1,1,3,5.0,1,1,1,2,3,7,2,35.0,333,1998,1,0,0,2022
413,1,29,1992,5,2,2,0,,1,1,1,15,1,7,8,27.0,319,2017,3,0,0,2022
414,2,27,1994,6,2,2,0,,1,1,1,13,6,12,3,37.0,81,2012,1,0,0,2022
415,1,47,1974,5,2,2,0,,1,1,1,3,7,5,8,34.0,451,2016,3,0,0,2022
416,1,22,1999,4,2,2,0,,1,1,4,17,7,4,8,39.0,452,2017,4,0,0,2022
417,1,41,1980,5,1,1,3,16.0,1,1,1,2,4,9,8,35.0,608,2002,4,0,0,2022
418,2,37,1984,4,2,2,0,,1,1,1,1,1,8,8,44.0,197,2014,4,0,0,2022
419,1,49,1972,6,1,1,3,10.0,1,1,1,17,2,6,8,37.0,308,2003,4,0,0,2022
420,2,28,1993,5,1,1,3,9.0,1,1,2,4,1,1,1,27.0,642,2011,2,0,0,2022
421,2,50,1971,5,1,1,3,15.0,1,1,1,4,1,9,3,35.0,488,1992,4,0,0,2022
422,1,47,1974,5,1,1,1,13.0,1,1,1,14,2,9,8,30.0,477,1994,4,0,0,2022
423,1,29,1992,5,2,2,0,,1,1,1,11,4,12,8,55.0,508,2010,4,0,0,2022
424,1,34,1987,5,1,1,3,7.0,1,1,1,9,6,7,3,40.0,524,2005,3,0,0,2022
425,2,22,1999,3,1,1,1,0.0,1,1,2,17,5,7,3,45.0,720,2017,4,0,0,2022
426,2,37,1984,2,1,1,1,1.0,1,1,1,2,2,3,8,39.0,455,2021,2,0,0,2022
427,1,30,1991,3,1,2,0,,1,1,1,16,5,6,8,55.0,217,2009,3,0,0,2022
428,2,24,1997,5,1,2,0,,1,1,2,5,2,1,8,30.0,546,2015,4,0,0,2022
429,1,42,1979,5,1,2,0,,1,1,1,11,4,7,3,34.0,348,2018,3,0,0,2022
430,2,42,1979,3,2,2,0,,1,1,2,6,7,9,1,49.0,401,1999,3,0,0,2022
431,2,23,1998,5,2,2,0,,1,1,1,5,1,10,8,36.0,465,2020,3,0,0,2022
432,2,27,1994,5,2,2,0,,1,1,2,6,7,8,3,34.0,253,2012,2,0,0,2022
433,2,23,1998,3,2,2,0,,1,1,1,10,2,10,8,36.0,341,2016,3,0,0,2022
434,2,47,1974,6,1,1,1,11.0,1,1,1,15,5,8,8,55.0,541,1992,4,0,0,2022
435,1,33,1988,5,1,1,1,17.0,1,1,1,2,2,10,8,56.0,325,2006,4,0,0,2022
436,1,22,1999,5,2,2,0,,1,1,5,12,2,6,3,43.0,588,2017,3,0,0,2022
437,1,27,1994,5,2,2,0,,1,1,1,15,4,8,8,42.0,218,2014,4,0,0,2022
438,1,59,1962,5,1,1,1,9.0,1,1,4,13,3,8,8,46.0,247,1997,4,0,0,2022
439,2,30,1991,6,1,1,3,18.0,1,1,4,17,4,7,2,43.0,743,2009,4,0,0,2022
440,2,47,1974,5,1,1,2,15.0,1,1,1,1,2,7,3,41.0,141,1993,3,0,0,2022
441,2,38,1983,5,2,2,0,,1,1,1,7,7,10,3,36.0,462,2003,4,0,0,2022
442,1,27,1994,6,2,2,0,,1,1,1,8,5,3,2,35.0,683,2020,4,0,0,2022
443,2,32,1989,6,1,1,2,1.0,1,1,5,10,6,4,3,44.0,380,2007,4,0,0,2022
444,1,20,2001,6,2,2,0,,1,1,2,6,6,7,3,41.0,682,2019,4,0,0,2022
445,1,49,1972,4,1,1,1,13.0,1,1,1,5,6,8,8,52.0,533,1998,1,0,0,2022
446,2,33,1988,4,2,2,0,,1,1,1,15,1,7,8,38.0,412,2010,4,0,0,2022
447,2,39,1982,5,1,1,3,14.0,1,1,3,4,5,3,8,33.0,409,2016,1,0,0,2022
448,2,26,1995,5,1,2,0,,1,1,1,17,7,10,8,28.0,82,2013,4,0,0,2022
449,1,52,1969,5,1,2,0,,1,1,1,1,1,7,1,34.0,347,1997,4,0,0,2022
450,2,28,1993,5,2,2,0,,1,1,1,8,4,6,8,28.0,452,2011,3,0,0,2022
451,1,42,1979,4,1,1,3,8.0,1,1,1,11,2,11,3,49.0,470,2001,3,0,0,2022
452,2,54,1967,4,1,2,0,,1,1,4,17,6,6,3,37.0,885,1997,3,0,0,2022
453,2,48,1973,5,1,2,0,,1,1,2,13,7,2,8,34.0,491,2009,3,0,0,2022
454,1,44,1977,4,2,2,0,,1,1,1,1,1,12,8,44.0,523,1998,4,0,0,2022
455,1,55,1966,5,1,1,1,14.0,1,1,1,13,6,5,3,56.0,652,2007,4,0,0,2022
456,1,27,1994,5,2,2,0,,1,1,2,6,3,11,8,37.0,555,2012,3,0,0,2022
457,2,58,1963,5,1,2,0,,1,1,1,15,7,7,2,31.0,412,2017,3,0,0,2022
458,1,42,1979,5,1,1,3,14.0,1,1,1,14,1,3,8,37.0,409,2013,4,0,0,2022
459,2,36,1985,5,2,2,0,,1,1,1,4,2,5,2,25.0,357,2015,3,0,0,2022
460,2,30,1991,5,1,1,2,8.0,1,1,2,7,6,11,8,44.0,489,2009,4,0,0,2022
461,2,49,1972,4,1,1,1,16.0,1,1,5,14,6,12,3,45.0,373,1997,3,0,0,2022
462,1,59,1962,5,1,2,0,,1,1,2,16,1,2,1,36.0,531,2018,4,0,0,2022
463,2,47,1974,5,1,2,0,,1,1,1,11,2,12,8,31.0,248,2000,4,0,0,2022
464,1,21,2000,4,2,2,0,,1,1,2,4,3,11,8,59.0,429,2018,3,0,0,2022
465,2,38,1983,5,1,1,3,19.0,1,1,1,7,1,8,8,30.0,707,2001,3,0,0,2022
466,2,49,1972,6,1,2,0,,1,1,3,14,6,3,8,34.0,381,2002,2,0,0,2022
467,2,35,1986,4,1,2,0,,1,1,1,11,5,8,3,40.0,843,2017,3,0,0,2022
468,2,50,1971,5,1,2,0,,1,1,1,4,6,6,8,47.0,476,2003,4,0,0,2022
469,1,48,1973,7,1,1,2,12.0,1,1,1,5,4,2,3,39.0,433,2015,4,0,0,2022
470,1,22,1999,6,2,2,0,,1,1,1,4,5,12,3,40.0,472,2017,4,0,0,2022
471,1,42,1979,5,1,1,1,19.0,1,1,1,8,5,8,8,45.0,357,1997,2,0,0,2022
472,1,26,1995,5,2,2,0,,1,1,1,8,5,2,8,66.0,88,2013,4,0,0,2022
473,1,39,1982,7,1,1,1,0.0,1,1,2,10,4,5,3,35.0,593,2000,3,0,0,2022
474,1,35,1986,5,1,1,1,5.0,1,1,3,17,5,11,8,36.0,825,2008,3,0,0,2022
475,1,52,1969,3,1,2,0,,1,1,1,12,5,6,8,39.0,477,2011,3,0,0,2022
476,1,54,1967,2,1,1,1,12.0,1,1,1,10,5,6,2,45.0,513,1992,3,0,0,2022
477,1,38,1983,5,2,2,0,,1,1,1,7,7,2,8,60.0,352,2003,3,0,0,2022
478,2,41,1980,5,1,2,0,,1,1,1,11,3,2,8,39.0,628,1998,3,0,0,2022
479,2,45,1976,4,1,1,3,9.0,1,1,1,17,7,12,1,44.0,405,2020,4,0,0,2022
480,1,46,1975,5,1,1,2,16.0,1,1,4,1,1,12,8,23.0,464,2006,4,0,0,2022
481,1,45,1976,5,1,1,1,18.0,1,1,5,6,4,2,8,41.0,129,1997,2,0,0,2022
482,1,51,1970,5,1,1,2,14.0,1,1,1,1,4,7,8,40.0,343,1997,4,0,0,2022
483,2,59,1962,6,1,1,1,3.0,1,1,2,4,7,9,2,48.0,511,2000,3,0,0,2022
484,1,53,1968,5,1,2,0,,1,1,2,2,1,11,2,36.0,651,2017,4,0,0,2022
485,1,25,1996,7,2,2,0,,1,1,1,11,2,7,3,30.0,656,2014,3,0,0,2022
486,1,39,1982,6,1,1,1,13.0,1,1,2,14,4,11,1,42.0,139,2018,2,0,0,2022
487,1,38,1983,4,1,1,1,13.0,1,1,1,16,6,2,1,28.0,166,2001,3,0,0,2022
488,1,40,1981,5,2,2,0,,1,1,1,5,4,1,8,34.0,541,2003,4,0,0,2022
489,2,41,1980,2,1,1,1,10.0,1,1,5,12,5,6,8,40.0,283,2016,3,0,0,2022
490,2,48,1973,7,1,2,0,,1,1,2,6,2,4,8,21.0,580,2000,4,0,0,2022
491,2,36,1985,4,1,1,3,2.0,1,1,1,6,7,10,8,38.0,133,2003,4,0,0,2022
492,2,30,1991,5,1,1,2,15.0,1,1,1,11,6,5,1,53.0,507,2020,2,0,0,2022
493,2,38,1983,6,2,2,0,,1,1,4,12,1,5,8,27.0,449,2019,2,0,0,2022
494,1,54,1967,4,1,1,1,14.0,1,1,1,10,5,7,8,35.0,522,2015,3,0,0,2022
495,2,32,1989,6,2,2,0,,1,1,4,2,1,12,1,45.0,245,2019,3,0,0,2022
496,1,20,2001,2,2,2,0,,1,1,3,7,4,1,1,47.0,83,2019,2,0,0,2022
497,1,59,1962,5,1,2,0,,1,1,1,5,5,7,8,40.0,455,1995,3,0,0,2022
498,2,27,1994,5,1,1,3,5.0,1,1,2,1,7,5,8,39.0,546,2020,3,0,0,2022
499,1,44,1977,5,1,1,3,2.0,1,1,2,1,1,1,8,53.0,605,2003,2,0,0,2022
500,1,52,1969,5,1,1,3,13.0,1,1,2,8,3,10,2,42.0,339,2009,2,0,0,2022
501,2,30,1991,6,1,1,2,1.0,1,1,1,2,5,11,8,32.0,584,2009,4,0,0,2022
502,2,33,1988,5,1,2,0,,1,1,1,13,2,3,8,41.0,534,2007,4,0,0,2022
503,2,31,1990,5,2,2,0,,1,1,1,1,5,10,8,39.0,662,2008,4,0,0,2022
504,1,25,1996,6,1,2,0,,1,1,2,4,2,9,2,36.0,424,2014,2,0,0,2022
505,1,26,1995,5,1,1,2,13.0,1,1,2,17,2,9,8,27.0,117,2017,3,0,0,2022
506,2,27,1994,2,1,2,0,,1,1,2,13,4,6,3,40.0,413,2012,2,0,0,2022
507,1,38,1983,6,1,2,0,,1,1,1,10,5,4,2,45.0,431,2013,4,0,0,2022
508,2,41,1980,2,1,1,2,7.0,1,1,1,1,2,1,8,46.0,499,2016,3,0,0,2022
509,1,20,2001,5,2,2,0,,1,1,1,1,7,1,2,40.0,144,2019,4,0,0,2022
510,1,53,1968,5,1,1,3,4.0,1,1,2,16,7,3,3,40.0,403,2021,4,0,0,2022
511,1,47,1974,5,1,2,0,,1,1,1,14,1,7,1,36.0,578,2010,1,0,0,2022
512,2,22,1999,3,2,2,0,,1,1,2,17,3,2,8,48.0,416,2018,4,0,0,2022
513,1,53,1968,4,1,1,2,11.0,1,1,1,14,4,9,3,30.0,363,2003,2,0,0,2022
514,1,21,2000,5,2,2,0,,1,1,1,1,4,8,8,36.0,756,2018,4,0,0,2022
515,1,42,1979,3,1,1,2,12.0,1,1,4,14,2,5,8,34.0,219,2007,3,0,0,2022
516,1,38,1983,5,2,2,0,,1,1,1,8,4,2,8,39.0,655,2008,4,0,0,2022
517,1,40,1981,5,1,1,3,18.0,1,1,1,12,7,7,2,51.0,594,2008,3,0,0,2022
518,2,58,1963,5,1,1,2,1.0,1,1,2,8,3,10,8,30.0,414,2016,4,0,0,2022
519,1,57,1964,4,1,1,2,12.0,1,1,1,13,2,5,8,42.0,418,2010,3,0,0,2022
520,2,31,1990,5,1,2,0,,1,1,4,15,6,10,8,42.0,419,2008,4,0,0,2022
521,2,43,1978,7,1,1,2,1.0,1,1,4,17,4,4,8,32.0,455,2020,4,0,0,2022
522,1,58,1963,5,1,1,1,0.0,1,1,2,10,5,1,8,38.0,325,1998,3,0,0,2022
523,1,49,1972,2,1,1,1,1.0,1,1,1,5,5,8,2,33.0,379,2017,4,0,0,2022
524,2,55,1966,4,1,1,3,8.0,1,1,1,11,6,11,1,41.0,339,2018,4,0,0,2022
525,1,37,1984,5,2,2,0,,1,1,4,9,6,11,8,39.0,373,2013,4,0,0,2022
526,1,31,1990,7,1,2,0,,1,1,1,4,5,12,3,52.0,335,2013,4,0,0,2022
527,2,40,1981,5,1,1,1,15.0,1,1,4,13,4,2,8,34.0,87,2012,3,0,0,2022
528,2,52,1969,2,1,1,1,12.0,1,1,2,2,4,1,1,39.0,441,1996,2,0,0,2022
529,2,57,1964,5,1,1,3,12.0,1,1,1,7,2,7,3,37.0,301,1994,4,0,0,2022
530,1,47,1974,3,1,1,3,0.0,1,1,1,12,4,12,3,51.0,80,2001,4,0,0,2022
531,2,48,1973,4,1,1,1,16.0,1,1,2,16,5,12,8,36.0,380,2017,3,0,0,2022
532,2,40,1981,7,1,1,3,0.0,1,1,1,11,6,4,1,33.0,322,1999,4,0,0,2022
533,1,32,1989,5,1,1,3,15.0,1,1,1,17,6,5,8,34.0,670,2007,4,0,0,2022
534,2,36,1985,3,2,2,0,,1,1,2,15,3,8,8,34.0,319,2019,4,0,0,2022
535,1,39,1982,5,2,2,0,,1,1,1,5,6,11,8,35.0,542,2010,4,0,0,2022
536,1,52,1969,4,1,1,1,1.0,1,1,1,15,4,3,2,33.0,652,1998,3,0,0,2022
537,1,42,1979,3,1,2,0,,1,1,2,6,3,12,1,40.0,294,2019,3,0,0,2022
